,player,all_nba,all_star,draft_yr,pk,team,college,yrs,games,minutes_played,pts,trb,ast,fg_percentage,tp_percentage,ft_percentage,minutes_per_game,points_per_game,trb_per_game,assists_per_game,win_share,ws_per_game,bpm,vorp,attend_college
2244,Chip Harris,0,0,1984,148,SAC,Robert Morris University (PA),0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2245,Nate Rollins,0,0,1984,172,SAC,Fort Hays State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2246,Greg Turner,0,0,1984,193,SAC,Auburn University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2247,Victor Coleman,0,0,1984,216,SAC,Northwest Missouri State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2248,Charles Bradley,0,0,1985,51,SAC,University of South Florida,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2249,Joe Kleine,0,0,1985,6,SAC,University of Arkansas,15,965,14712,4666,3991,622,0.45299999999999996,0.271,0.794,15.2,4.8,4.1,0.6,19.1,0.062,-3.6,-5.9,1
2250,Michael Adams,0,0,1985,66,SAC,Boston College,11,653,20446,9621,1900,4209,0.415,0.332,0.8490000000000001,31.3,14.7,2.9,6.4,46.9,0.11,1.5,18.0,1
2251,Willie Simmons,0,0,1985,76,SAC,Louisiana Tech University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2252,Bob Lojewski,0,0,1985,98,SAC,Saint Joseph's University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2253,Charles Balentine,0,0,1985,120,SAC,University of Arkansas,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2254,Alton Lee Gipson,0,0,1985,145,SAC,Florida State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2255,Harold Pressley,0,0,1986,17,SAC,Villanova University,4,299,6802,2702,1339,628,0.43700000000000006,0.358,0.778,22.7,9.0,4.5,2.1,10.0,0.07,0.7,4.6,1
2256,Johnny Rogers,0,0,1986,34,SAC,"University of California, Irvine",2,69,636,251,104,29,0.47200000000000003,0.0,0.679,9.2,3.6,1.5,0.4,0.4,0.032,-5.2,-0.5,1
2257,Bruce Douglas,0,0,1986,57,SAC,University of Illinois at Urbana-Champaign,1,8,98,14,14,17,0.292,0.0,0.0,12.3,1.8,1.8,2.1,-0.2,-0.08199999999999999,-4.3,-0.1,1
2258,Alvin Franklin,0,0,1986,80,SAC,University of Houston,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2259,Bob Beecher,0,0,1986,91,SAC,Virginia Polytechnic Institute and State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2260,Keith Morrison,0,0,1986,103,SAC,Washington State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2261,John Flowers,0,0,1986,126,SAC,"University of Nevada, Las Vegas",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2262,Ron Rankin,0,0,1986,149,SAC,Southeast Missouri State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2263,Kenny Smith,0,0,1987,6,SAC,University of North Carolina,10,737,22213,9397,1454,4073,0.48,0.39899999999999997,0.8290000000000001,30.1,12.8,2.0,5.5,46.8,0.10099999999999999,-1.2,4.3,1
2264,Sven Myer,0,0,1987,51,SAC,University of Oregon,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2265,Joe Arlauckas,0,0,1987,74,SAC,Niagara University,1,9,85,34,13,8,0.326,0.0,0.75,9.4,3.8,1.4,0.9,-0.1,-0.045,-6.5,-0.1,1
2266,Vernon Carr,0,0,1987,97,SAC,Michigan State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2267,Darryl Thomas,0,0,1987,120,SAC,Indiana University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2268,Scott Adubato,0,0,1987,143,SAC,Upsala College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2269,Mateen Cleaves,0,0,2000,14,DET,Michigan State University,6,167,1863,609,175,310,0.389,0.267,0.728,11.2,3.6,1.0,1.9,-0.8,-0.021,-6.3,-2.0,1
2270,Brian Cardinal,0,0,2000,44,DET,Purdue University,12,456,6477,2108,1050,465,0.408,0.37200000000000005,0.861,14.2,4.6,2.3,1.0,15.4,0.114,0.7,4.5,1
2271,Rodney White,0,0,2001,9,DET,University of North Carolina at Charlotte,4,218,3354,1540,485,237,0.424,0.314,0.7490000000000001,15.4,7.1,2.2,1.1,1.8,0.026000000000000002,-3.8,-1.5,1
2272,Mehmet Okur,0,0,2001,37,DET,0,10,634,18429,8561,4436,1089,0.45799999999999996,0.375,0.797,29.1,13.5,7.0,1.7,54.7,0.142,1.4,15.7,0
2273,Tayshaun Prince,0,0,2002,23,DET,University of Kentucky,14,1017,31576,11272,4332,2406,0.455,0.36700000000000005,0.7559999999999999,31.0,11.1,4.3,2.4,63.1,0.096,0.1,16.6,1
2274,Darko Milicic,0,0,2003,2,DET,0,10,468,8638,2813,1971,405,0.46,0.0,0.574,18.5,6.0,4.2,0.9,7.1,0.04,-1.6,0.8,0
2275,Carlos Delfino,0,0,2003,25,DET,0,8,507,11580,4115,1815,887,0.401,0.365,0.758,22.8,8.1,3.6,1.7,22.5,0.09300000000000001,0.8,8.1,0
2276,Andreas Glyniadakis,0,0,2003,58,DET,0,1,13,81,17,8,1,0.47100000000000003,0.0,0.5,6.2,1.3,0.6,0.1,-0.2,-0.14300000000000002,-12.1,-0.2,0
2277,Rickey Paulding,0,0,2004,54,DET,University of Missouri,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2278,Jason Maxiell,0,0,2005,26,DET,University of Cincinnati,10,618,11379,3481,2576,266,0.495,0.0,0.564,18.4,5.6,4.2,0.4,20.3,0.086,-2.0,0.1,1
2279,Amir Johnson,0,0,2005,56,DET,0,11,665,15015,5039,3849,755,0.574,0.315,0.674,22.6,7.6,5.8,1.1,45.1,0.14400000000000002,2.6,17.4,0
2280,Alex Acker,0,0,2005,60,DET,Pepperdine University,2,30,234,81,29,16,0.37,0.32,0.5,7.8,2.7,1.0,0.5,-0.2,-0.043,-6.9,-0.3,1
2281,Will Blalock,0,0,2006,60,DET,Iowa State University,1,14,166,25,15,17,0.3,0.2,1.0,11.9,1.8,1.1,1.2,-0.1,-0.032,-5.7,-0.2,1
2282,Rodney Stuckey,0,0,2007,15,DET,Eastern Washington University,9,612,17194,7904,1828,2249,0.425,0.298,0.8270000000000001,28.1,12.9,3.0,3.7,28.7,0.08,-1.2,3.4,1
2283,Arron Afflalo,0,0,2007,27,DET,"University of California, Los Angeles",9,648,18567,7504,1985,1278,0.452,0.385,0.82,28.7,11.6,3.1,2.0,31.9,0.083,-0.8,5.8,1
2284,Sammy Mejia,0,0,2007,57,DET,DePaul University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2285,D.J. White,0,0,2008,29,DET,Indiana University,6,138,2111,810,437,80,0.507,0.33299999999999996,0.72,15.3,5.9,3.2,0.6,3.8,0.087,-3.3,-0.7,1
2286,Deron Washington,0,0,2008,59,DET,Virginia Polytechnic Institute and State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2287,Austin Daye,0,0,2009,15,DET,Gonzaga University,6,293,4132,1522,764,212,0.402,0.35100000000000003,0.778,14.1,5.2,2.6,0.7,4.5,0.053,-2.6,-0.6,1
2288,DaJuan Summers,0,0,2009,35,DET,Georgetown University,4,83,820,278,82,29,0.384,0.36700000000000005,0.642,9.9,3.3,1.0,0.3,-0.1,-0.008,-6.4,-0.9,1
2289,Jonas Jerebko,0,0,2009,39,DET,0,6,410,7739,2732,1716,316,0.45799999999999996,0.353,0.7659999999999999,18.9,6.7,4.2,0.8,17.0,0.105,-0.8,2.4,0
2290,Chase Budinger,0,0,2009,44,DET,University of Arizona,7,407,7998,3198,1240,473,0.43,0.35200000000000004,0.797,19.7,7.9,3.0,1.2,13.9,0.083,-1.4,1.2,1
2291,Greg Monroe,0,0,2010,7,DET,Georgetown University,6,457,14132,6621,4175,1029,0.508,0.0,0.701,30.9,14.5,9.1,2.3,39.7,0.135,2.0,14.3,1
2292,Terrico White,0,0,2010,36,DET,University of Mississippi,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2293,Brandon Knight,0,0,2011,8,DET,University of Kentucky,5,328,10799,5225,1159,1499,0.41600000000000004,0.36,0.8059999999999999,32.9,15.9,3.5,4.6,11.3,0.05,-0.9,3.0,1
2294,Kyle Singler,0,0,2011,33,DET,Duke University,4,312,7350,2215,968,261,0.42,0.37,0.795,23.6,7.1,3.1,0.8,9.8,0.064,-1.3,1.2,1
2295,Vernon Macklin,0,0,2011,52,DET,University of Florida,1,23,135,46,34,5,0.5429999999999999,0.0,0.5710000000000001,5.9,2.0,1.5,0.2,0.5,0.161,-0.6,0.0,1
2296,Andre Drummond,1,1,2012,9,DET,University of Connecticut,4,304,9030,4015,3830,187,0.5529999999999999,0.25,0.38,29.7,13.2,12.6,0.6,29.4,0.156,0.6,6.0,1
2297,Khris Middleton,0,0,2012,39,DET,Texas A&M University,4,267,8165,3644,1009,710,0.449,0.4,0.873,30.6,13.6,3.8,2.7,16.4,0.096,0.0,4.1,1
2298,Kim English,0,0,2012,44,DET,University of Missouri,1,41,407,119,37,26,0.375,0.28,0.7240000000000001,9.9,2.9,0.9,0.6,0.2,0.021,-4.2,-0.2,1
2299,Kentavious Caldwell-Pope,0,0,2013,8,DET,University of Georgia,3,238,6959,2618,693,302,0.408,0.327,0.765,29.2,11.0,2.9,1.3,10.0,0.069,-0.4,2.8,1
2300,Tony Mitchell,0,0,2013,37,DET,University of North Texas,1,21,79,22,26,2,0.41700000000000004,1.0,0.579,3.8,1.0,1.2,0.1,0.2,0.151,1.3,0.1,1
2301,Peyton Siva,0,0,2013,56,DET,University of Louisville,1,24,224,54,14,34,0.316,0.28,0.733,9.3,2.3,0.6,1.4,-0.2,-0.032,-7.3,-0.3,1
2302,Jeff Wilkins,0,0,1977,37,SAS,Illinois State University,6,454,10004,3575,2574,462,0.45899999999999996,0.0,0.743,22.0,7.9,5.7,1.0,8.8,0.042,-3.9,-4.8,1
2303,Dan Henderson,0,0,1977,59,SAS,Arkansas State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2304,Matt Hicks,0,0,1977,81,SAS,Northern Illinois University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2305,Scott Sims,0,0,1977,103,SAS,University of Missouri,1,12,95,30,13,20,0.385,0.0,0.667,7.9,2.5,1.1,1.7,-0.2,-0.08800000000000001,-8.0,-0.1,1
2306,Bruce Buckley,0,0,1977,125,SAS,University of North Carolina,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2307,Richard Robinson,0,0,1977,145,SAS,University of New Mexico,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2308,Jerome Gladney,0,0,1977,164,SAS,University of Arizona,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2309,Frankie Sanders,0,0,1978,20,SAS,Southern University and A&M College,2,69,665,352,131,69,0.43,0.0,0.8220000000000001,9.6,5.1,1.9,1.0,0.5,0.038,-3.5,-0.3,1
2310,Gerald Henderson,0,0,1978,64,SAS,Virginia Commonwealth University,13,871,18856,7773,1453,3141,0.47200000000000003,0.332,0.7759999999999999,21.6,8.9,1.7,3.6,32.1,0.08199999999999999,-1.1,4.3,1
2311,Rich Adams,0,0,1978,86,SAS,University of Illinois at Urbana-Champaign,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2312,Eugene Parker,0,0,1978,108,SAS,Purdue University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2313,Harry Morgan,0,0,1978,129,SAS,Indiana State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2314,Hector Olivencia,0,0,1978,150,SAS,Sacred Heart University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2315,Henry Taylor,0,0,1978,168,SAS,University of Texas-Pan American,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2316,Rick Taylor,0,0,1978,185,SAS,Arizona State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2317,Larry Brewster,0,0,1978,200,SAS,University of Florida,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2318,Wiley Peck,0,0,1979,19,SAS,Mississippi State University,1,52,628,180,183,33,0.43200000000000005,0.0,0.618,12.1,3.5,3.5,0.6,0.3,0.023,-3.5,-0.2,1
2319,Sylvester Norris,0,0,1979,63,SAS,Jackson State University,1,17,189,40,43,6,0.419,0.0,0.667,11.1,2.4,2.5,0.4,-0.2,-0.055,-6.6,-0.2,1
2320,Al Daniel,0,0,1979,84,SAS,Furman University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2321,Steve Schall,0,0,1979,106,SAS,University of Arkansas,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2322,Terry Knight,0,0,1979,125,SAS,University of Pittsburgh,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2323,Tyrone Branyan,0,0,1979,146,SAS,University of Texas at Austin,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2324,Eddie McLeod,0,0,1979,182,SAS,"University of Nevada, Las Vegas",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2325,Glen Fine,0,0,1979,199,SAS,Harvard University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2326,Hawkeye Whitney,0,0,1980,16,SAC,North Carolina State University,2,70,1048,404,146,87,0.462,0.28600000000000003,0.75,15.0,5.8,2.1,1.2,1.3,0.062,-1.8,0.0,1
2327,Tony Murphy,0,0,1980,62,SAC,Southern University and A&M College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2328,Kevin Blakley,0,0,1980,108,SAC,Eastern Michigan University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2329,Trent Grooms,0,0,1980,131,SAC,Kent State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2330,Arnold McDowell,0,0,1980,154,SAC,Montana State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2331,Charley Cole,0,0,1980,193,SAC,Delta State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2332,Kerry Kittles,0,0,1996,8,NJN,Villanova University,8,507,16929,7165,1983,1295,0.439,0.37799999999999995,0.78,33.4,14.1,3.9,2.6,44.8,0.127,1.9,16.9,1
2333,Tim Thomas,0,0,1997,7,NJN,Villanova University,13,824,21336,9454,3379,1272,0.43700000000000006,0.369,0.758,25.9,11.5,4.1,1.5,35.2,0.079,-1.0,5.4,1
2334,Anthony Parker,0,0,1997,21,NJN,Bradley University,9,494,13752,4478,1574,1129,0.444,0.40399999999999997,0.794,27.8,9.1,3.2,2.3,24.5,0.085,0.6,9.1,1
2335,Brian Evans,0,0,1996,27,ORL,Indiana University,3,102,1097,375,164,77,0.381,0.34299999999999997,0.82,10.8,3.7,1.6,0.8,1.7,0.076,-2.2,-0.1,1
2336,Amal McCaskill,0,0,1996,49,ORL,Marquette University,4,114,968,204,213,36,0.377,0.0,0.609,8.5,1.8,1.9,0.3,0.5,0.024,-4.4,-0.6,1
2337,Johnny Taylor,0,0,1997,17,ORL,University of Tennessee at Chattanooga,3,54,866,256,120,26,0.402,0.39399999999999996,0.718,16.0,4.7,2.2,0.5,0.1,0.006999999999999999,-3.5,-0.3,1
2338,Eric Washington,0,0,1997,46,ORL,University of Alabama,2,104,2300,716,216,108,0.402,0.34600000000000003,0.757,22.1,6.9,2.1,1.0,0.1,0.002,-3.7,-1.0,1
2339,Michael Doleac,0,0,1998,12,ORL,University of Utah,10,587,8789,2882,1955,343,0.439,0.125,0.7909999999999999,15.0,4.9,3.3,0.6,12.7,0.07,-3.7,-3.8,1
2340,Keon Clark,0,0,1998,13,ORL,"University of Nevada, Las Vegas",6,353,7971,2882,2096,322,0.5,0.053,0.645,22.6,8.2,5.9,0.9,18.2,0.11,-0.1,3.8,1
2341,Matt Harpring,0,0,1998,15,ORL,Georgia Institute of Technology,11,665,17584,7645,3366,907,0.48100000000000004,0.33299999999999996,0.753,26.4,11.5,5.1,1.4,41.9,0.114,-0.1,8.2,1
2342,Miles Simon,0,0,1998,42,ORL,University of Arizona,1,5,19,2,2,0,0.2,0.0,0.0,3.8,0.4,0.4,0.0,-0.1,-0.289,-15.5,-0.1,1
2343,Laron Profit,0,0,1999,38,ORL,University of Maryland,4,135,1537,441,209,166,0.419,0.23600000000000002,0.7120000000000001,11.4,3.3,1.5,1.2,0.7,0.021,-3.4,-0.5,1
2344,Mike Miller,0,0,2000,5,ORL,University of Florida,16,1012,27661,10945,4338,2644,0.45899999999999996,0.40700000000000003,0.769,27.3,10.8,4.3,2.6,60.7,0.105,0.9,20.4,1
2345,Keyon Dooling,0,0,2000,10,ORL,University of Missouri,13,728,14134,5067,964,1601,0.41600000000000004,0.349,0.799,19.4,7.0,1.3,2.2,18.5,0.063,-3.0,-3.6,1
2346,Courtney Alexander,0,0,2000,13,ORL,"California State University, Fresno",3,187,4067,1690,409,227,0.42200000000000004,0.33899999999999997,0.813,21.7,9.0,2.2,1.2,4.1,0.048,-4.0,-2.1,1
2347,Steven Hunter,0,0,2001,15,ORL,DePaul University,8,400,5993,1817,1264,79,0.56,0.0,0.485,15.0,4.5,3.2,0.2,10.6,0.085,-2.8,-1.3,1
2348,Jeryl Sasser,0,0,2001,22,ORL,Southern Methodist University,2,82,1061,204,191,67,0.303,0.295,0.687,12.9,2.5,2.3,0.8,0.7,0.032,-2.9,-0.2,1
2349,Omar Cook,0,0,2001,31,ORL,St. John's University,2,22,213,37,13,46,0.33299999999999996,0.0,0.5,9.7,1.7,0.6,2.1,-0.1,-0.021,-6.1,-0.2,1
2350,Curtis Borchardt,0,0,2002,18,ORL,Stanford University,2,83,1117,258,278,64,0.42100000000000004,0.0,0.742,13.5,3.1,3.3,0.8,1.0,0.040999999999999995,-2.4,-0.1,1
2351,Reece Gaines,0,0,2003,15,ORL,University of Louisville,3,71,605,123,53,50,0.324,0.26899999999999996,0.606,8.5,1.7,0.7,0.7,-0.6,-0.049,-7.7,-0.9,1
2352,Zaza Pachulia,0,0,2003,42,ORL,0,13,891,19122,6348,5319,1101,0.461,0.0,0.746,21.5,7.1,6.0,1.2,42.4,0.106,-0.6,6.9,0
2353,Joe Alexander,0,0,2008,8,MIL,West Virginia University,2,67,745,282,120,44,0.41,0.34,0.698,11.1,4.2,1.8,0.7,0.5,0.03,-3.3,-0.2,1
2354,Luc Mbah a Moute,0,0,2008,37,MIL,"University of California, Los Angeles",8,541,12601,3411,2435,492,0.445,0.302,0.657,23.3,6.3,4.5,0.9,20.0,0.076,-1.1,2.9,1
2355,Brandon Jennings,0,0,2009,10,MIL,0,7,460,14837,7151,1432,2712,0.39,0.35,0.799,32.3,15.5,3.1,5.9,28.1,0.091,0.9,10.9,0
2356,Jodie Meeks,0,0,2009,41,MIL,University of Kentucky,7,418,10149,4123,905,460,0.42200000000000004,0.373,0.882,24.3,9.9,2.2,1.1,20.8,0.098,-0.3,4.4,1
2357,Larry Sanders,0,0,2010,15,MIL,Virginia Commonwealth University,5,233,4622,1516,1341,174,0.48,0.0,0.55,19.8,6.5,5.8,0.7,10.3,0.107,0.6,3.1,1
2358,Darington Hobson,0,0,2010,37,MIL,University of New Mexico,1,5,39,4,3,6,0.154,0.0,0.0,7.8,0.8,0.6,1.2,-0.2,-0.225,-14.1,-0.1,1
2359,Jerome Jordan,0,0,2010,44,MIL,University of Tulsa,2,65,491,180,132,17,0.528,0.0,0.852,7.6,2.8,2.0,0.3,1.7,0.168,0.0,0.2,1
2360,Tiny Gallon,0,0,2010,47,MIL,University of Oklahoma,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2361,Jimmer Fredette,0,0,2011,10,MIL,Brigham Young University,5,235,3148,1416,236,323,0.41200000000000003,0.381,0.8759999999999999,13.4,6.0,1.0,1.4,2.4,0.037000000000000005,-4.0,-1.6,1
2362,Jon Leuer,0,0,2011,40,MIL,University of Wisconsin,5,253,3463,1429,895,171,0.479,0.375,0.718,13.7,5.6,3.5,0.7,7.6,0.106,-1.9,0.1,1
2363,John Henson,0,0,2012,14,MIL,University of North Carolina,4,257,4871,2026,1327,257,0.537,0.0,0.5489999999999999,19.0,7.9,5.2,1.0,11.1,0.109,0.6,3.2,1
2364,Doron Lamb,0,0,2012,42,MIL,University of Kentucky,2,100,1272,345,95,75,0.381,0.39399999999999996,0.7,12.7,3.5,1.0,0.8,0.1,0.005,-5.9,-1.2,1
2365,Giannis Antetokounmpo,0,0,2013,15,MIL,0,3,238,7261,2905,1493,702,0.483,0.28,0.721,30.5,12.2,6.3,2.9,14.5,0.096,0.7,4.9,0
2366,Ricky Ledo,0,0,2013,43,MIL,Providence College,2,28,277,109,38,21,0.336,0.371,0.769,9.9,3.9,1.4,0.8,-0.6,-0.096,-7.8,-0.4,1
2367,Jabari Parker,0,0,2014,2,MIL,Duke University,2,101,3146,1378,533,172,0.49200000000000005,0.255,0.752,31.1,13.6,5.3,1.7,4.9,0.075,-2.1,-0.1,1
2368,Damien Inglis,0,0,2014,31,MIL,0,1,20,156,36,31,10,0.35100000000000003,0.231,0.875,7.8,1.8,1.6,0.5,-0.1,-0.024,-6.4,-0.2,0
2369,Johnny O'Bryant III,0,0,2014,36,MIL,Louisiana State University,2,100,1225,300,240,49,0.395,1.0,0.5820000000000001,12.3,3.0,2.4,0.5,-0.2,-0.009000000000000001,-6.9,-1.5,1
2370,Lamar Patterson,0,0,2014,48,MIL,University of Pittsburgh,1,35,395,84,50,39,0.35,0.245,0.727,11.3,2.4,1.4,1.1,0.2,0.025,-4.9,-0.3,1
2371,Rashad Vaughn,0,0,2015,17,MIL,"University of Nevada, Las Vegas",1,70,1001,217,88,39,0.305,0.293,0.8,14.3,3.1,1.3,0.6,-0.8,-0.036000000000000004,-6.1,-1.0,1
2372,Norman Powell,0,0,2015,46,MIL,"University of California, Los Angeles",1,49,725,273,111,47,0.424,0.40399999999999997,0.8109999999999999,14.8,5.6,2.3,1.0,1.6,0.105,-0.4,0.3,1
2373,Sharone Wright,0,0,1994,6,PHI,Clemson University,4,203,4531,1974,1023,118,0.456,0.083,0.618,22.3,9.7,5.0,0.6,1.4,0.015,-5.6,-4.1,1
2374,B.J. Tyler,0,0,1994,20,PHI,University of Texas at Austin,1,55,809,195,62,174,0.381,0.314,0.7,14.7,3.5,1.1,3.2,-0.7,-0.039,-7.2,-1.1,1
2375,Derrick Alston,0,0,1994,33,PHI,Duquesne University,3,139,2657,751,525,94,0.489,0.14300000000000002,0.48700000000000004,19.1,5.4,3.8,0.7,2.6,0.047,-2.1,-0.1,1
2376,Jerry Stackhouse,0,0,1995,3,PHI,University of North Carolina,18,970,30222,16409,3067,3240,0.409,0.309,0.8220000000000001,31.2,16.9,3.2,3.3,52.4,0.083,-0.3,12.8,1
2377,Chris Welp,0,0,1987,16,PHI,University of Washington,3,109,1173,359,265,43,0.446,0.0,0.6809999999999999,10.8,3.3,2.4,0.4,1.0,0.042,-3.5,-0.4,1
2378,Vincent Askew,0,0,1987,39,PHI,University of Memphis,9,467,9361,3311,1176,1017,0.479,0.3,0.754,20.0,7.1,2.5,2.2,22.1,0.113,-0.5,3.6,1
2379,Andrew Kennedy,0,0,1987,43,PHI,University of Virginia,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2380,Hansi Gnad,0,0,1987,57,PHI,University of Alaska Anchorage,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2381,Eric Riggins,0,0,1987,62,PHI,Rutgers University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2382,Brian Rahilly,0,0,1987,85,PHI,University of Tulsa,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2383,Frank Ross,0,0,1987,108,PHI,American University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2384,Tracy Foster,0,0,1987,131,PHI,University of Alabama at Birmingham,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2385,Eric Semisch,0,0,1987,154,PHI,West Virginia University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2386,Charles Smith,0,0,1988,3,PHI,University of Pittsburgh,9,564,16378,8107,3246,798,0.475,0.19399999999999998,0.774,29.0,14.4,5.8,1.4,40.9,0.12,0.2,9.3,1
2387,Everette Stephens,0,0,1988,31,PHI,Purdue University,2,38,215,71,23,39,0.33299999999999996,0.2,0.792,5.7,1.9,0.6,1.0,-0.4,-0.083,-7.1,-0.3,1
2388,Herman Montenegro,0,0,1988,57,PHI,Louisiana State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
