,player,all_nba,all_star,draft_yr,pk,team,college,yrs,games,minutes_played,pts,trb,ast,fg_percentage,tp_percentage,ft_percentage,minutes_per_game,points_per_game,trb_per_game,assists_per_game,win_share,ws_per_game,bpm,vorp,attend_college
252,Casey Shaw,0,0,1998,37,PHI,University of Toledo,1,9,14,2,3,0,0.125,0.0,0.0,1.6,0.2,0.3,0.0,-0.1,-0.498,-27.8,-0.1,1
253,Todd MacCulloch,0,0,1999,47,PHI,University of Washington,4,223,3439,1369,888,121,0.541,0.0,0.642,15.4,6.1,4.0,0.5,11.9,0.166,0.2,1.9,1
254,Speedy Claxton,0,0,2000,20,PHI,Hofstra University,7,334,8548,3096,830,1441,0.409,0.193,0.762,25.6,9.3,2.5,4.3,14.2,0.08,-0.7,2.8,1
255,Mark Karcher,0,0,2000,48,PHI,Temple University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
256,Samuel Dalembert,0,0,2001,26,PHI,Seton Hall University,13,886,21646,6814,6942,465,0.521,0.083,0.706,24.4,7.7,7.8,0.5,51.3,0.114,-0.7,7.2,1
257,Damone Brown,0,0,2001,36,PHI,Syracuse University,4,39,351,108,52,19,0.336,0.28600000000000003,0.667,9.0,2.8,1.3,0.5,-0.7,-0.1,-10.3,-0.7,1
258,Alvin Jones,0,0,2001,56,PHI,Georgia Institute of Technology,1,23,126,26,36,3,0.4,0.0,0.5,5.5,1.1,1.6,0.1,0.1,0.034,-4.5,-0.1,1
259,Sam Clancy,0,0,2002,44,PHI,University of Southern California,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
260,Jiri Welsch,0,0,2002,16,PHI,0,4,247,4596,1519,602,375,0.40299999999999997,0.34299999999999997,0.752,18.6,6.1,2.4,1.5,5.7,0.059000000000000004,-2.1,-0.1,0
261,Paccelis Morlende,0,0,2003,50,PHI,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
262,Andre Iguodala,0,0,2004,9,PHI,University of Arizona,12,900,31836,12109,4829,4134,0.462,0.33399999999999996,0.715,35.4,13.5,5.4,4.6,82.0,0.124,3.0,40.5,1
263,Louis Williams,0,0,2005,45,PHI,0,11,701,16442,8604,1436,2036,0.41600000000000004,0.342,0.818,23.5,12.3,2.0,2.9,41.5,0.121,0.0,8.3,0
264,Thabo Sefolosha,0,0,2006,13,PHI,0,10,678,15615,3956,2605,1004,0.447,0.345,0.732,23.0,5.8,3.8,1.5,31.3,0.096,1.1,12.0,0
265,Thaddeus Young,0,0,2007,12,PHI,Georgia Institute of Technology,9,665,20357,9251,3916,1012,0.49700000000000005,0.319,0.688,30.6,13.9,5.9,1.5,42.6,0.10099999999999999,0.3,11.7,1
266,Daequan Cook,0,0,2007,21,PHI,Ohio State University,6,328,5993,2114,703,243,0.369,0.359,0.813,18.3,6.4,2.1,0.7,4.9,0.039,-3.6,-2.4,1
267,Petteri Koponen,0,0,2007,30,PHI,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
268,Kyrylo Fesenko,0,0,2007,38,PHI,0,5,135,1107,305,269,40,0.496,0.0,0.41,8.2,2.3,2.0,0.3,0.9,0.038,-4.0,-0.6,0
269,JaJuan Johnson,0,0,2011,27,NJN,Purdue University,1,36,298,114,58,6,0.446,0.0,0.667,8.3,3.2,1.6,0.2,0.2,0.032,-6.3,-0.3,1
270,Jordan Williams,0,0,2011,36,NJN,University of Maryland,1,43,635,197,156,11,0.507,0.0,0.652,14.8,4.6,3.6,0.3,1.3,0.10099999999999999,-3.1,-0.2,1
271,Ilkan Karaman,0,0,2012,57,NJN,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
272,Mason Plumlee,0,0,2013,22,NJN,Duke University,3,234,5102,1986,1448,360,0.57,0.0,0.583,21.8,8.5,6.2,1.5,15.5,0.146,2.0,5.2,1
273,Chris McCullough,0,0,2015,29,NJN,Syracuse University,1,24,362,112,68,9,0.40399999999999997,0.382,0.478,15.1,4.7,2.8,0.4,0.3,0.043,-1.0,0.1,1
274,Pat Connaughton,0,0,2015,41,NJN,University of Notre Dame,1,34,143,36,32,10,0.265,0.23800000000000002,1.0,4.2,1.1,0.9,0.3,-0.2,-0.076,-8.2,-0.2,1
275,Stromile Swift,0,0,2000,2,MEM,Louisiana State University,9,547,10804,4582,2535,275,0.473,0.07400000000000001,0.6990000000000001,19.8,8.4,4.6,0.5,21.3,0.095,-1.9,0.2,1
276,Shane Battier,0,0,2001,6,MEM,Duke University,13,977,30004,8408,4082,1717,0.43700000000000006,0.384,0.743,30.7,8.6,4.2,1.8,75.7,0.121,2.9,37.0,1
277,Jamaal Tinsley,0,0,2001,27,MEM,Iowa State University,11,547,14443,4652,1605,3330,0.39299999999999996,0.299,0.716,26.4,8.5,2.9,6.1,17.2,0.057,-0.4,5.7,1
278,Will Solomon,0,0,2001,32,MEM,Clemson University,2,115,1584,584,132,225,0.37799999999999995,0.298,0.6920000000000001,13.8,5.1,1.1,2.0,0.0,0.0,-4.7,-1.1,1
279,Antonis Fotsis,0,0,2001,47,MEM,0,1,28,320,108,62,10,0.40399999999999997,0.304,0.85,11.4,3.9,2.2,0.4,0.1,0.017,-4.9,-0.2,0
280,Boris Diaw,0,0,2003,21,ATL,0,13,991,27485,8801,4476,3514,0.496,0.342,0.716,27.7,8.9,4.5,3.5,50.5,0.08800000000000001,0.9,19.8,0
281,Travis Hansen,0,0,2003,37,ATL,Brigham Young University,1,41,507,123,70,19,0.354,0.3,0.815,12.4,3.0,1.7,0.5,0.2,0.019,-5.0,-0.4,1
282,Josh Childress,0,0,2004,6,ATL,Stanford University,8,391,10432,3548,1850,609,0.522,0.32899999999999996,0.779,26.7,9.1,4.7,1.6,25.7,0.11800000000000001,1.3,8.6,1
283,Josh Smith,0,0,2004,17,ATL,0,12,891,28988,12994,6649,2789,0.45299999999999996,0.285,0.632,32.5,14.6,7.5,3.1,51.0,0.085,2.1,30.0,0
284,Donta Smith,0,0,2004,34,ATL,Southeastern Illinois College,2,61,560,165,66,48,0.42100000000000004,0.308,0.65,9.2,2.7,1.1,0.8,0.5,0.043,-3.2,-0.2,1
285,Royal Ivey,0,0,2004,37,ATL,University of Texas at Austin,10,492,6162,1641,557,501,0.406,0.361,0.706,12.5,3.3,1.1,1.0,4.5,0.035,-3.8,-2.8,1
286,Viktor Sanikidze,0,0,2004,42,ATL,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
287,Marvin Williams,0,0,2005,2,ATL,University of North Carolina,11,785,22596,8273,4086,1019,0.446,0.354,0.802,28.8,10.5,5.2,1.3,48.9,0.10400000000000001,-0.5,8.6,1
288,Salim Stoudamire,0,0,2005,31,ATL,University of Arizona,3,157,2672,1260,214,164,0.40700000000000003,0.366,0.882,17.0,8.0,1.4,1.0,2.2,0.04,-5.1,-2.1,1
289,Cenk Akyol,0,0,2005,59,ATL,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
290,Shelden Williams,0,0,2006,5,ATL,Duke University,6,361,5586,1618,1562,163,0.462,0.222,0.74,15.5,4.5,4.3,0.5,9.9,0.085,-2.8,-1.2,1
291,Solomon Jones,0,0,2006,33,ATL,University of South Florida,8,281,3092,839,654,99,0.467,0.111,0.7170000000000001,11.0,3.0,2.3,0.4,5.0,0.078,-2.9,-0.7,1
292,Al Horford,1,4,2007,3,ATL,University of Florida,9,578,19342,8288,5144,1589,0.535,0.34,0.743,33.5,14.3,8.9,2.7,64.2,0.159,3.0,24.4,1
293,Acie Law,0,0,2007,11,ATL,Texas A&M University,4,188,2385,725,195,309,0.413,0.235,0.778,12.7,3.9,1.0,1.6,1.6,0.032,-5.4,-2.0,1
294,Pooh Richardson,0,0,1989,10,MIN,"University of California, Los Angeles",10,639,19399,7083,1807,4180,0.444,0.32899999999999996,0.652,30.4,11.1,2.8,6.5,26.7,0.066,-0.9,5.5,1
295,Gary Leonard,0,0,1989,34,MIN,University of Missouri,3,31,149,44,34,2,0.45899999999999996,0.0,0.5,4.8,1.4,1.1,0.1,0.1,0.028999999999999998,-6.3,-0.2,1
296,Doug West,0,0,1989,38,MIN,Villanova University,12,676,16649,6477,1670,1292,0.48100000000000004,0.191,0.8009999999999999,24.6,9.6,2.5,1.9,17.7,0.051,-2.5,-2.2,1
297,Felton Spencer,0,0,1990,6,MIN,University of Louisville,12,640,12298,3354,3436,213,0.484,0.0,0.6579999999999999,19.2,5.2,5.4,0.3,20.9,0.081,-2.6,-1.9,1
298,Gerald Glass,0,0,1990,20,MIN,University of Mississippi,4,201,3347,1553,512,298,0.433,0.23600000000000002,0.643,16.7,7.7,2.5,1.5,1.8,0.025,-2.5,-0.4,1
299,Don MacLean,0,0,1992,19,DET,"University of California, Los Angeles",9,319,6679,3490,1210,404,0.455,0.284,0.765,20.9,10.9,3.8,1.3,9.4,0.067,-3.7,-2.9,1
300,Lindsey Hunter,0,0,1993,10,DET,Jackson State University,17,937,23253,7956,2021,2506,0.38799999999999996,0.36,0.746,24.8,8.5,2.2,2.7,32.9,0.068,-0.4,9.5,1
301,Allan Houston,0,0,1993,11,DET,University of Tennessee,12,839,28311,14551,2434,1990,0.444,0.402,0.863,33.7,17.3,2.9,2.4,55.3,0.094,-0.6,9.9,1
302,Grant Hill,5,7,1994,3,DET,Duke University,18,1026,34776,17137,6169,4252,0.483,0.314,0.769,33.9,16.7,6.0,4.1,99.9,0.138,2.8,42.5,1
303,Jevon Crudup,0,0,1994,48,DET,University of Missouri,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
304,Reggie Johnson,0,0,1980,15,SAS,University of Tennessee,4,305,5979,2564,1238,262,0.505,0.14300000000000002,0.716,19.6,8.4,4.1,0.9,11.0,0.08800000000000001,-1.9,0.1,1
305,Michael Wiley,0,0,1980,39,SAS,"California State University, Long Beach",2,94,1284,692,246,63,0.561,0.0,0.7090000000000001,13.7,7.4,2.6,0.7,2.9,0.107,-1.6,0.1,1
306,Lavon Mercer,0,0,1980,60,SAS,University of Georgia,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
307,Rich Yonakor,0,0,1980,61,SAS,University of North Carolina,1,10,70,33,27,3,0.5379999999999999,0.0,0.7140000000000001,7.0,3.3,2.7,0.3,0.3,0.201,0.6,0.0,1
308,Calvin Roberts,0,0,1980,83,SAS,"California State University, Fullerton",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
309,Gib Hinz,0,0,1980,107,SAS,University of Wisconsin-Eau Claire,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
310,Dean Uthoff,0,0,1980,129,SAS,Iowa State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
311,Allan Zahn,0,0,1980,153,SAS,University of Arkansas,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
312,Bill Bailey,0,0,1980,172,SAS,University of Texas-Pan American,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
313,Al Williams,0,0,1980,192,SAS,University of North Texas,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
314,Gene Banks,0,0,1981,28,SAS,Duke University,6,468,13074,5305,2718,1335,0.539,0.043,0.73,27.9,11.3,5.8,2.9,31.2,0.115,2.0,13.3,1
315,Ed Rains,0,0,1981,30,SAS,University of South Alabama,2,83,929,287,124,62,0.423,0.0,0.626,11.2,3.5,1.5,0.7,0.7,0.034,-3.4,-0.3,1
316,Tom Baker,0,0,1981,64,SAS,Eastern Kentucky University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
317,Earl Belcher,0,0,1981,87,SAS,St. Bonaventure University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
318,Mike Rhodes,0,0,1981,110,SAS,Vanderbilt University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
319,Norman Shavers,0,0,1981,133,SAS,Jackson State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
320,Mark Minderman,0,0,1981,156,SAS,Northern Michigan University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
321,Bob Bartholomew,0,0,1981,178,SAS,University of San Diego,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
322,Leonel Marquetti,0,0,1981,199,SAS,Hampton University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
323,Alvin Brooks,0,0,1981,219,SAS,Lamar University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
324,Oliver Robinson,0,0,1982,24,SAS,University of Alabama at Birmingham,1,35,147,101,17,21,0.361,0.091,0.667,4.2,2.9,0.5,0.6,0.1,0.018000000000000002,-6.5,-0.2,1
325,Willie Redden,0,0,1982,64,SAS,University of South Florida,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
326,Tony Grier,0,0,1982,87,SAS,University of South Florida,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
327,Clarence Swannegan,0,0,1982,110,SAS,Texas Tech University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
328,Jaime Pena,0,0,1982,133,SAS,New Mexico State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
329,Delonte Taylor,0,0,1982,156,SAS,University of North Texas,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
330,Chris Faggi,0,0,1982,179,SAS,University of Memphis,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
331,Harry O'Brien,0,0,1982,201,SAS,St. Mary's University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
332,Keith White,0,0,1982,222,SAS,McMurry University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
333,John Paxson,0,0,1983,19,SAS,University of Notre Dame,11,772,17257,5560,906,2758,0.499,0.355,0.804,22.4,7.2,1.2,3.6,36.3,0.10099999999999999,-2.6,-2.7,1
334,Darrell Lockhart,0,0,1983,35,SAS,Auburn University,1,2,14,4,3,0,1.0,0.0,0.0,7.0,2.0,1.5,0.0,0.0,-0.048,-10.7,0.0,1
335,Kevin Williams,0,0,1983,46,SAS,St. John's University,5,260,2947,1268,356,319,0.435,0.077,0.805,11.3,4.9,1.4,1.2,2.6,0.042,-2.8,-0.6,1
336,Brant Weidner,0,0,1983,90,SAS,College of William & Mary,1,8,38,8,11,0,0.222,0.0,1.0,4.8,1.0,1.4,0.0,0.0,-0.013999999999999999,-11.3,-0.1,1
337,Jeff Pehl,0,0,1983,112,SAS,University of Richmond,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
